HC12H17ON4SCl2,thiamine hydrochloride,
,vitamin B1 hydrochloride,
HCl,hydrochloric acid,7647-01-0
,hydrogen chloride,
HClO,hypochlorous acid,7790-92-3
HClO2,chlorous acid,13898-47-0
HClO3,chloric acid,7790-93-4
HClO4,perchloric acid,7601-90-3
HDO,semiheavy water,14940-63-7
,water-d1,
HF,hydrofluoric acid,7664-39-3
HI,hydroiodic acid,10034-85-2
HIO3,iodic acid,
HNO2,nitrous acid,7782-77-6
HNO3,nitric acid,7697-37-2
,hydrogen nitrate,
HN3,hydrazoic acid,7782-79-8
HOCl,hypochlorous acid,7790-92-3
HOF,hypofluorous acid,14034-79-8
HOOCCOOH,oxalic acid,
HPO42?,hydrogen phosphate ion,
HSO3?,hydrogen sulfite ion,
HSO4?,hydrogen sulfate,
HTO,partially tritiated water,13670-17-2
,water-t,
H2,hydrogen,1333-74-0
H2C(CH)CN,acrylonitrile,
H2CO,formaldehyde,19710-56-6
H2CO3,carbonic acid,107-32-4
H2CSO,sulfine,40100-16-1
H2C2O4,oxalic acid,144-62-7
H2C4H4O6,tartaric acid,
H2C8H4O4,phthalic acid,
,H2Ph,
H2CrO4,chromic acid,
H2NCH2COOH,glycine,
H2NNH2,hydrazine,
H2O,water,7732-18-5
H2O2,hydrogen peroxide,7722-84-1
H2PO4?,dihydrogen phosphate ion,
H2S,hydrogen sulfide,04-06-7783
,hydrosulfuric acid,
H2SO3,sulfurous acid,
H2SO4,sulfuric acid,7664-93-9
,hydrogen sulfate,
H2S2O7,disulfuric acid,
H2S2O8,peroxydisulfuric acid,
H2SeO3,selenous acid,
H2SeO4,selenic acid,
H2SiO3,silicic acid,7699-41-4
H2TeO3,tellurous acid,
H2TiO3,titanic acid,
H3AsO4,arsenic acid,
H3CCH2CH3,propane,
H3N+CH2COO?,zwitterion,
H3O+,hydronium ion,
H3PO4,phosphoric acid,7664-38-2
H4XeO6,perxenic acid,
H6TeO6,telluric acid,
HfBr4,hafnium(IV) bromide,13777-22-5
HfF4,hafnium(IV) fluoride,13709-52-9
HfOCl2 · 8H2O,hafnium(IV) oxychloride octahydrate,
HfOH(C2H3O2)3,"hafnium(IV) acetate, basic",
Hf(SO4)2,hafnium(IV) sulfate,
Hg(BrO3)2 · 2H2O,mercury(II) bromate dihydrate,
HgBr2,mercury(II) bromide,7789-47-1
Hg(C2H3O2)2,mercury(II) acetate,
Hg(C7H5O2)2 · H2O,mercury(II) benzoate monohydrate,
HgClO4 · 4H2O,mercury(I) perchlorate tetrahydrate,
Hg(ClO4)2 · 3H2O,mercury(II) perchlorate trihydrate,
HgCl2,mercury(II) chloride,7487-94-7
Hg(IO3)2,mercury(II) iodate,
HgI2,mercury(II) iodide,7774-29-0
Hg(NO3)2 · H2O,mercury(II) nitrate monohydrate,
Hg(CNO)2,mercury(II) fulminate,628-86-4
HgO,mercury(II) oxide,21908-53-2
HgS,mercury(II) sulfide,
,cinnabar,
Hg(SCN)2,mercury(II) thiocyanate,
HgSe,mercury(II) selenide,
HgSeO3,mercury(II) selenite,
HgTe,mercury(II) telluride,
HgTeO3,mercury(II) tellurite,
HgWO4,mercury(II) tungstate,
Hg2Br2,mercury(I) bromide,15385-58-7
Hg2Cl2,mercury(I) chloride,10112-91-1
Hg2I2,mercury(I) iodide,15385-57-6
Hg3(AsO4)2,mercury(II) orthoarsenate,
IBr,iodine(I) bromide,7789-33-5
IBr3,iodine(III) bromide,
ICl,Iodine monochloride,7790-99-0
ICl3,iodine(III) chloride,
IO3?,iodate ion,
I2,iodine,7553-56-2
I3?,triiodide ion,
InAs,indium(III) arsenide,
InBr,indium(I) bromide,14280-53-6
InBrI2,indium(III) bromodiiodide,
InBr2I,indium(III) dibromoiodide,
InBr3,indium(III) bromide,13465-09-3
InCl,indium(I) chloride,13465-10-6
InCl2,indium(II) chloride,
InCl3,indium(III) chloride,10025-82-8
InCl3·4H2O,indium(III) chloride tetrahydrate,
InI,indium(I) iodide,13966-94-4
In(IO3)3,indium(III) iodate,
InI2,indium(II) iodide,
InI3,indium(III) iodide,13510-35-5
In(NO3)3·4.5H2O,indium(III) nitrate tetrahemihydrate,
In(OH)3,indium(III) hydroxide,
InP,indium(III) phosphide,22398-80-7
InPO4,indium(III) orthophosphate,
InS,indium(II) sulfide,12030-14-7
InSb,indium(III) antimonide,1312-41-0
InTe,indium(II) telluride,12030-19-2
In2O3,indium(III) oxide,1312-43-2
In2(SO4)3·H2O,indium(III) sulfate monohydrate,
In2S3,indium(III) sulfide,
In2Se3,indium(III) selenide,
In2Te3,indium(III) telluride,
KCN,potassium cyanide,151-50-8
KCNS,potassium thiocyanate,333-20-0
KCl,potassium chloride,7447-40-7
KClO3,potassium chlorate,09-04-3811
KClO4,potassium perchlorate,7778-74-7
KF,potassium fluoride,13455-21-1
KMnO4,potassium permanganate,7722-64-7
K2MnO4,potassium manganate,10294-64-1
KrF2,krypton difluoride,13773-81-4
LaCl3,lanthanum(III) chloride,10099-58-8
LaPO4,lanthanum(III) phosphate,14913-14-5
LaPO4·0.5H2O,lanthanum(III) phosphate crystal hemihydrate,
Li(AlSi2O6),keatite,
LiBr,lithium bromide,7550-35-8
LiBr·2H2O,lithium bromide dihydrate,
LiBrO3,lithium bromate,
LiCN,lithium cyanide,
LiC2H5O,lithium ethoxide,
LiF,lithium fluoride,7789-24-4
LiHSO4,lithium hydrogen sulfate,
LiIO3,lithium iodate,
LiNa,sodium lithium,
LiNO3,lithium nitrate,
LiNO3·H2O,lithium nitrate monohydrate,
LiTaO3,lithium tantalate,
,lithium metatantalate,
LiVO3·2H2O,lithium metavanadate dihydrate,
Li2B4O7·5H2O,lithium tetraborate pentahydrate,
Li2CrO4,lithium chromate,
Li2CrO4·2H2O,lithium chromate dihydrate,
Li2Cr2O7,lithium dichromate,
Li2MoO4,lithium orthomolybdate,13568-40-6
Li2NbO3,lithium metaniobate,
Li2SO4,lithium sulfate,10377-48-7
Li2SeO3,lithium selenite,
Li2SeO4,lithium selenate,
Li2SiO3,lithium metasilicate,10102-24-6
lithium orthosilicate,,
Li2TeO3,lithium tellurite,
Li2TeO4,lithium tellurate,
Li2TiO3,lithium metatitanate,12031-82-2
Li2WO4,lithium orthotungstate,13568-45-1
Li2ZrO3,lithium metazirconate,
Mg(AlO2)2,magnesium aluminate,
As2Mg3,magnesium arsenide,12044-49-4
MgCO3,magnesium carbonate,546-93-0
,magnesite,
MgC2O4,magnesium oxalate,
Mg(ClO3)2,magnesium chlorate,
Mg(ClO3)2·xH2O,magnesium chlorate hydrate,
MgCl2,magnesium chloride,7786-30-3
MgCrO4,magnesium chromate,
MgCrO4·5H2O,magnesium chromate pentahydrate,
MgF2,magnesium fluoride,7783-40-6
MgI2,magnesium iodide,10377-58-9
MgMoO4,magnesium molybdate,
MgNH4PO4·6H2O,magnesium ammonium phosphate hexahydrate,
Mg(NO3)2,magnesium nitrate,
Mg(NO3)2·6H2O,magnesium nitrate hexahydrate,
MgNaAl5(Si4O10)3(OH)6,montmorillonite (clay),
MgO,magnesium oxide,1309-48-4
,magnesia,
,periclase,
Mg(OH)2,magnesium hydroxide,
,milk of magnesia,
MgPo,magnesium polonide,
MgS,magnesium sulfide,12032-36-9
MgSO4,magnesium sulfate,7487-88-9
MgSe,magnesium selenide,
MgSeO3,magnesium selenite,
MgSeO4,magnesium selenate,
MgSiO3,magnesium metasilicate,13776-74-4
,enstatite,
MgTiO3,magnesium metatitanate,12032-30-3
Mg(VO3)2,magnesium metavanadate,
MgWO4,magnesium tungstate,13573-11-0
Mg2Al(AlSiO5)(OH)4,amesite,
Mg2P2O7,magnesium pyrophosphate,
Mg2SiO4,forsterite,10034-94-3
Mg3As2,magnesium arsenide,
Mg3Bi2,magnesium bismuthide,
Mg3P2,magnesium phosphide,
Mg3(Si2O5)(OH)4,chrysotile,
Mg3(Si4O10)(OH)2,talc,
Mg3(VO4)2,magnesium orthovanadate,
MnAs,manganese(III) arsenide,
MnBi,manganese(III) bismuthide,
MnBr2,manganese(II) bromide,13446-03-2
MnBr2·4H2O,manganese(II) bromide tetrahydrate,
Mn(CHO2)2,manganese(II) formate,
Mn(CHO2)2·2H2O,manganese(II) formate dihydrate,
MnCO3,manganese(II) carbonate,
MnCl2,manganese(II) chloride,05-01-7773
MnF2,manganese(II) fluoride,7782-64-1
MnI2,manganese(II) iodide,
MnMoO4,manganese(II) orthomolybdate,
Mn(NO3)2,manganese(II) nitrate,
Mn(NO3)2·4H2O,manganese(II) nitrate tetrahydrate,
MnO,manganese(II) oxide,1344-43-0
Mn(OH)2,manganese hydroxide,
MnOOH,manganite,
MnO2,manganese dioxide,1313-13-9
,pyrolusite,
MnO4?,permanganate ion,
MnPb8(Si2O7)3,barysilate,
MnS,manganese sulfide,18820-29-6
MnTe,manganese(II) telluride,
MnZrO3,manganese(II) metazirconate,
Mn2O3,manganese(III) oxide,
Mn3As2,manganese(II) arsenide,
Mn3O4,"manganese(II,III) oxide",
,trimanganese tetroxide,
,hausmannite,
Mn3P2,manganese(II) phosphide,
Mn3Sb2,manganese(II) antimonide,
MoBr2,molybdenum(II) bromide,13446-56-5
MoBr3,molybdenum(III) bromide,13446-57-6
MoCl2,molybdenum(II) chloride,
MoCl3,molybdenum(III) chloride,
MoCl5,molybdenum(V) chloride,10241-05-1
MoO2,molybdenum(IV) oxide,18868-43-4
MoO42?,molybdate ion,
MoS2,molybdenum sulfide,1317-33-5
,molybdenum disulfide,
,molybdenite,
Hg2Br2,mercury(I) bromide,
NaBCl,Sodium tetrachloroborate,
4,,
NH2?,amide ion,
NH2CH2CH2NH2,ethylenediamine,
NH2CONH2,urea,
NH2C6H4SO3H,sulfanilic Acid,
NH2OH,hydroxylamine,
(NH2)2CO,urea,
NH3,ammonia,7664-41-7
NH4+,ammonium ion,
(NH4)3N,ammonium nitride,
NH4Br,ammonium bromide,12124-97-9
NH4CO2NH2,ammonium carbamate,
(NH4)2CO3,ammonium carbonate,
NH4Cl,ammonium chloride,12125-02-9
NH4ClO4,Ammonium perchlorate,7790-98-9
NH4HS,ammonium hydrosulfide,
(NH4)H2AsO4,ammonium dihydrogen arsenate,
NH4NO3,ammonium nitrate,6484-52-2
NH4OCONH2,ammonium carbamate,
(NH4)2Ce(NO3)6,ammonium cerium(IV) nitrate,
,ceric ammonium nitrate,
,CAN,
(NH4)3PO4,ammonium phosphate,
(NH4)2CrO4,ammonium chromate,
(NH4)2Hg(SCN)4,mercury(II) ammonium thiocyanate,
(NH4)2[PtCl6],ammonium hexachloroplatinate(IV),
(NH4)2[Pt(SCN)6],ammonium hexathiocyanoplatinate(IV),
(NH4)2SO4,ammonium sulfate,
NI3,nitrogen triiodide,
NO,nitric oxide,10102-43-9
,nitrogen oxide,
,nitrogen(II) oxide,
NO2,nitrogen dioxide,10102-44-0
,nitrogen(IV) oxide,
NO2?,nitrite ion,
NO2Cl,nitryl chloride,13444-90-1
NO3?,nitrate ion,
N2,nitrogen,7727-37-9
N2H4,hydrazine,302-01-2
N2O,nitrous oxide,10024-97-2
,dinitrogen oxide,
,nitrogen(I) oxide,
N2O3,dinitrogen trioxide,10544-73-7
,nitrogen(III) oxide,
N2O4,dinitrogen tetroxide,10544-72-6
,nitrogen(IV) oxide,
N2O5,dinitrogen pentaoxide,10102-03-1
,nitrogen(V) oxide,
N4H4,trans-tetrazene,54410-57-0
NaAlSi3O3,albite,
NaAsO2,sodium metaarsenite,
NaAu(CN)2,sodium dicyanoaurate(I),
Na2Cr2O7 · 2H2O,Sodium dichromate dihydrate,10588-01-9
Na[B(NO3)4],sodium tetranitratoborate(III),
NaBr,sodium bromide,7647-15-6
NaCN,sodium cyanide,143-33-9
NaC6F5COO,pentafluorobenzoate,
NaC6H5COO,sodium benzoate,
NaCa2(Al5Si5O20) · 6H2O,thomsonite,
NaCl,sodium chloride,7647-14-5
,rock-salt,
,halite,
NaH,sodium hydride,7646-69-7
NaHCOO,sodium formate,
NaHCO3,sodium bicarbonate,144-55-8
,baking soda,
NaI,sodium iodide,7681-82-5
NaNH2C6H4SO3,sodium sulfanilate,
NaNO3,sodium nitrate,
NaNbO3,sodium metaniobate,
NaNbO3 · 7H2O,sodium metaniobate heptahydrate,
NaOCl,sodium hypochlorite,7681-52-9
NaOH,sodium hydroxide,1310-73-2
NaO2As(CH3)2 · 3H2O,sodium salt of cacodylic acid,
NaSeO3,sodium selenite,
NaTaO3,sodium metatantalate,
NaVO3,sodium metavanadate,
Na2CO3,sodium carbonate,497-19-8
,soda ash,
Na2C2O4,sodium oxalate,62-76-0
Na2MoS4,sodium thiomolybdate,
Na2O2,sodium peroxide,1313-60-6
Na2O,sodium oxide,
Na2S,sodium monosulfide,1313-82-2
Na2SO4,sodium sulfate,7757-82-6
,salt cake,
Na2S2O3,sodium thiosulfate,
Na2S2O5,sodium disulfite,7681-57-4
Na2S4,sodium tetrasulfide,
Na2SeO3,sodium selenite,10102-18-8
Na2SeO4,sodium selenate,
Na2TeO3,sodium tellurite,
Na2TeO4,sodium tellurate,
Na2TiO3,sodium metatitanate,
Na2ZnO2,sodium zincate,
Na2ZrO3,sodium metazirconate,
Na3AlF6,cryolite,15096-52-3
Na3[Co(CO3)3],sodium tricarbonatocobaltate(III),
Na3VO4,sodium orthovanadate,
Na4V2O7,sodium pyrovanadate,
NbBr5,niobium(V) bromide,13478-45-0
NbCl3,niobium(III) chloride,
NbCl5,niobium(V) chloride,10026-12-7
NbI5,niobium(V) iodide,
Nb2O3,niobium(III) oxide,
NdCl2,neodymium(II) chloride,25469-93-6
,neodymium dichloride,
NdI2,neodymium(III) iodide,
,neodymium diiodide,
Nd(OH)3,neodymium hydroxide,
Nd2O3,neodymium(III) oxide,
,dineodymium trioxide,
NiAs,nickel(III) arsenide,
NiAsS,nickel arsenic sulfide,
,gersdorffite,
NiBr2,nickel(II) bromide,13462-88-9
NiBr2 · 3H2O,nickel(II) bromide trihydrate,
NiBr2 · 6H2O,nickel(II) bromide hexahydrate,
Ni(CO)4,nickel tetracarbonyl,
NiC2O4 · 2H2O,nickel(II) oxalate dihydrate,
NiCl2,nickel(II) chloride,7718-54-9
NiFe2O4,nickel(II) iron(III) oxide,
NiI2,nickel(II) iodide,
Ni(H2PO)2 · 6H2O,nickel(II) hypophosphite hexahydrate,
NiMoO4,nickel(II) orthomolybdate,
Ni(NO3)2 · 6H2O,nickel(II) nitrate hexahydrate,
NiOOH,nickel oxo-hydroxide,
NiO,nickel(II) oxide,1313-99-1
Ni(OH)2,nickel(II) hydroxide,
NiS,nickel(II) sulfide,16812-54-7
,millerite,
NiSO4,nickel sulfate,
NiS2,nickel sulfide,12035-51-7
NiSe,nickel(II) selenide,
NiTiO3,nickel(II) metatitanate,
Ni(VO3)2,nickel(II) metavanadate,
NiWO4,nickel(II) orthotungstate,
Ni2SiO4,nickel(II) orthosilicate,
Ni3(PO4)2,nickel(II) orthophosphate,
Ni3Sb2,nickel(II) antimonide,
O,oxygen,7782-44-7
O2,dioxygen,
O2?,superoxide ion,
O22?,peroxide ion,
OF2,oxygen difluoride,7783-41-7
O2F2,dioxygen difluoride,7783-44-0
OH?,hydroxide ion,
O3,ozone,10028-15-6
O3?,ozonide ion,
P2I4,diphosphorus tetraiodine,
P2S3,diphosphorus trisulfide,
P2Se3,diphosphorus triselenide,
P3N5,phosphorus nitride,
PH3,phosphine,
POCl3,phosphoryl chloride,10025-87-3
Pb(IO3)2,lead(II) iodate,
Pb(N3)2,lead(II) nitride,
Pb(NO3)2,lead(II) nitrate,
Pb(OH)2,lead(II) hydroxide,
Pb(OH)4,plumbic acid,
PbC2O4,lead oxalate,
PbCO3,lead carbonate,
PbCrO4,lead chromate,
PbF2,lead(II) fluoride,
PbI2,lead(II) iodide,
PbO,lead(II) oxide,
PbO2,lead dioxide,
PbS,lead(II) sulfide,
PbSO4,lead(II) sulfate,7446-14-2
PoBr2,polonium dibromide,66794-54-5
PoCl2,polonium dichloride,
PoCl4,polonium tetrachloride,10026-02-5
PoF6,polonium hexafluoride,35473-38-2
PoH2,polonium hydride,31060-73-8
PoO,polonium monoxide,
PoO2,polonium dioxide,02-06-7446
PoO3,polonium trioxide,
RnF2,radon difluoride,
RuCl3,ruthenium(III) chloride,
RuF6,ruthenium hexafluoride,13693-08-8
RuO4,ruthenium tetroxide,20427-56-9
SCN?,thiocyanate,
SF4,sulfur tetrafluoride,
SF6,sulfur hexafluoride,2551-62-4
SOF2,thionyl difluoride,7783-42-8
SO2,sulfur dioxide,05-09-7446
SO2Cl2,sulfuryl chloride,7791-25-5
SO2F2,sulfuryl difluoride,2699-79-8
SO2OOH?,peroxymonosulfurous acid (aqueous),
SO3,sulfur trioxide,09-11-7446
SO32?,sulfite ion,
SO42?,sulfate ion,
S2Br2,sulfur(II) bromide,71677-14-0
S2O32?,thiosulfate ion,
S2O72?,disulfate ion,
SbBr3,antimony(III) bromide,7789-61-9
SbCl3,antimony(III) chloride,10025-91-9
SbCl5,antimony(V) chloride,7647-18-9
SbI3,antimony(III) iodide,7790-44-5
SbPO4,antimony(III) phosphate,
Sb2OS2,antimony oxysulfide,
,kermesite,
Sb2O3,antimony(III) oxide,1309-64-4
Sb2O5,antimony(V) oxide,
Sb2S3,antimony(III) sulfide,1345-04-6
Sb2Se3,antimony(III) selenide,1315-05-5
Sb2Se5,antimony(V) selenide,
Sb2Te3,antimony(III) telluride,
Sc2O3,scandium oxide,
,scandia,
SeBr4,selenium(IV) bromide,
SeCl,selenium(I) chloride,
SeCl4,selenium(IV) chloride,10026-03-6
SeOCl2,selenium(IV) oxychloride,7791-23-3
SeOF2,selenyl difluoride,
SeO2,selenium(IV) oxide,04-08-7446
SeO42?,selenate ion,
SeTe,selenium(IV) telluride,12067-42-4
SiBr4,silicon(IV) bromide,7789-66-4
SiC,silicon carbide,409-21-2
SiCl4,silicon(IV) chloride,10026-04-7
SiH4,silane,7803-62-5
SiI4,silicon(IV) iodide,13465-84-4
SiO2,silicon(IV) dioxide,7631-86-9
,silica,
,quartz,
SiO44?,silicate ion,
Si2O76?,disilicate ion,
Si3N4,silicon nitride,12033-89-5
Si6O1812?,cyclosilicate ion,
SnBrCl3,tin(IV) bromotrichloride,
SnBr2,tin(II) bromide,10031-24-0
SnBr2Cl2,tin(IV) dibromodichloride,
SnBr3Cl,tin(IV) tribromochloride,14779-73-8
SnBr4,tin(IV) bromide,7789-67-5
SnCl2,tin(II) chloride,7772-99-8
SnCl2I2,tin(IV) dichlorodiiodide,
SnCl4,tin(IV) chloride,7646-78-8
Sn(CrO4)2,tin(IV) chromate,
SnI4,tin(IV) iodide,7790-47-8
SnO2,tin(IV) oxide,18282-10-5
SnO32?,stannate ion,
SnS,tin(II) sulfide,1314-95-0
SnS2,tin(IV) sulfide,
Sn(SO4)2·2H2O,tin(IV) sulfate dihydrate,
SnSe,tin(II) selenide,1315-06-6
SnSe2,tin(IV) selenide,
SnTe,tin(II) telluride,12040-02-7
SnTe4,tin(IV) telluride,
Sn(VO3)2,tin(II) metavanadate,
Sn3Sb4,tin(IV) antimonide,
SrBr2,strontium bromide,10476-81-0
SrBr2·6H2O,strontium bromide hexahydrate,
SrCO3,strontium carbonate,
SrCl2,strontium chloride,
SrC2O4,strontium oxalate,
SrF2,strontium fluoride,7783-48-4
SrI2,strontium iodide,10476-86-5
SrI2·6H2O,strontium iodide hexahydrate,
Sr(MnO4)2,strontium permanganate,
SrMoO4,strontium orthomolybdate,13470-04-7
Sr(NbO3)2,strontium metaniobate,
SrO,strontium oxide,1314-11-0
Sr2RuO4,strontium ruthenate,
SrS,strontium sulfide,1314-96-1
SrSeO3,strontium selenite,
SrSeO4,strontium selenate,
SrTeO3,strontium tellurite,
SrTeO4,strontium tellurate,
SrTiO3,strontium metatitanate,
T2O,tritium oxide,14940-65-9
,tritiated water,
TaBr3,tantalum(III) bromide,
TaBr5,tantalum(V) bromide,
TaCl5,tantalum(V) chloride,09-01-7721
TaI5,tantalum(V) iodide,
TaO3?,tantalate ion,
TcO4?,pertechnetate ion,
TeBr2,tellurium(II) bromide,
TeBr2,tellurium(II) bromide,
TeBr4,tellurium(IV) bromide,
TeCl2,tellurium(II) chloride,
TeCl4,tellurium(IV) chloride,10026-07-0
TeI2,tellurium(II) iodide,
TeI4,tellurium(IV) iodide,
TeO2,tellurium(IV) oxide,03-07-7446
TeO4?,tellurate ion,
TeY,yttrium telluride,12187-04-1
Th(CO3)2,thorium carbonate,19024-62-5
Th(NO3)4,thorium nitrate,13823-29-5
TiBr4,titanium(IV) bromide,7789-68-6
TiCl2I2,titanium(IV) dichlorodiiodide,
TiCl3I,titanium(IV) trichloroiodide,
TiCl4,titanium tetrachloride,7550-45-0
TiO2,titanium dioxide,1317-70-0
,rutile,
TiO32?,titanate ion,
TlBr,thallium(I) bromide,7789-40-4
TlBr3,thallium(III) bromide,
Tl(CHO2),thallium(I) formate,
TlC2H3O2,thallium(I) acetate,563-68-8
Tl(C3H3O4),thallium(I) malonate,
TlCl,thallium(I) chloride,7791-12-0
TlCl3,thallium(III) chloride,
TlF,thallium(I) fluoride,7789-27-7
TlI,thallium(I) iodide,7790-30-9
TlIO3,thallium(I) iodate,
TlI3,thallium(III) iodide,
TiI4,titanium(IV) iodide,7720-83-4
TiO(NO3)2 · xH2O,titanium(IV) oxynitrate hydrate,
TlNO3,thallium(I) nitrate,10102-45-1
TlOH,thallium(I) hydroxide,
TlPF6,thallium(I) hexafluorophosphate,60969-19-9
TlSCN,thallium thiocyanate,
Tl2MoO4,thallium(I) orthomolybdate,
Tl2SeO3,thallium(I) selenite,
Tl2TeO3,thallium(I) tellurite,
Tl2WO4,thallium(I) orthotungstate,
Tl3As,thallium(I) arsenide,
UF4,uranium(IV) fluoride,10049-14-6
UF6,uranium(VI) fluoride,7783-81-5
VBr2,vanadium(II) bromide,
VBr3,vanadium(III) bromide,
VCl2,vanadium(II) chloride,10580-52-6
VCl3,vanadium(III) chloride,7718-98-1
VSO5,vanadium oxysulfate,27774-13-6
V2O3,vanadium(III) oxide,1314-34-7
V2O5,vanadium pentoxide,1314-62-1
V2O74?,divanadate ion,
,pyrovanadate ion,
WBr2,tungsten(II) bromide,13470-10-5
WBr3,tungsten(III) bromide,15163-24-3
WBr4,tungsten(IV) bromide,14055-81-3
WBr5,tungsten(V) bromide,13470-11-6
WBr6,tungsten(VI) bromide,13701-86-5
W(CO)6,tungsten(VI) carbonyl,14040-11-0
WCl2,tungsten(II) chloride,13470-12-7
WCl3,tungsten(III) chloride,20193-56-0
WCl4,tungsten(IV) chloride,13470-13-8
WCl5,tungsten(V) chloride,13470-14-9
WCl6,tungsten(VI) chloride,13283-01-7
WF4,tungsten(IV) fluoride,13766-47-7
WF5,tungsten(V) fluoride,19357-83-6
WF6,tungsten(VI) fluoride,7783-82-6
WI2,tungsten(II) iodide,13470-17-2
WI4,tungsten(IV) iodide,14055-84-6
WOBr3,tungsten(V) oxytribromide,20213-56-3
WOBr4,tungsten(VI) oxytetrabromide,13520-77-9
WOCl3,tungsten(V) oxytrichloride,14249-98-0
WOCl4,tungsten(VI) oxytetrachloride,13520-78-0
WOF2,tungsten(VI) oxytetrafluoride,13520-79-1
WO2,tungsten(IV) oxide,12036-22-5
WO2Br2,tungsten(VI) dioxydibromide,13520-75-7
WO2Cl2,tungsten(VI) dioxydichloride,13520-76-8
WO2I2,tungsten(VI) dioxydiiodide,14447-89-3
WO3,tungsten(VI) oxide,1314-35-8
WO42?,tungstate ion,
WS2,tungsten(IV) sulfide,12138-09-9
WS3,tungsten(VI) sulfide,12125-19-8
WSe2,tungsten(IV) selenide,12067-46-8
WTe2,tungsten(IV) telluride,12067-76-4
W2C,tungsten carbide,12070-13-2
YAs,yttrium arsenide,12255-48-0
YB6,yttrium boride,12008-32-1
YBr3,yttrium bromide,13469-98-2
YC2,yttrium carbide,12071-35-1
YCl3,ytrrium chloride,10361-92-9
YF3,yttrium fluoride,13709-49-4
YP,yttrium phosphide,12294-01-8
YSb,yttrium antimonide,12186-97-9
YVO4,yttrium vanadate,13566-12-6
Y2O3,yttria,1314-36-9
,yttrium oxide,
Y2S3,yttrium sulfide,12039-19-9
YbBr2,ytterbium(II) bromide,25502-05-0
YbBr3,ytterbium(III) bromide,13759-89-2
YbCl2,ytterbium(II)chloride,13874-77-6
YbCl3,ytterbium(III) chloride,10361-91-8
YbCl3·6H2O,ytterbium(III) chloride hexahydrate,19423-87-1
YbF2,ytterbium(II) fluoride,15192-18-4
YbF3,ytterbium(III) fluoride,13760-80-0
YbI2,ytterbium(II) iodide,19357-86-9
YbI3,ytterbium(III) iodide,13813-44-0
YbSe,ytterbium(II) selenide,12039-54-2
YbSi2,ytterbium(II) silicide,12039-89-3
Yb2O3,ytterbium(III) oxide,1314-37-0
Yb2S3,ytterbium(III) sulfide,12039-20-2
Yb2Se3,ytterbium(III) selenide,12166-52-8
YbTe,ytterbium(II) telluride,12125-58-5
Zn(AlO2)2,zinc aluminate,68186-87-8
Zn(AsO2)2,zinc arsenite,10326-24-6
ZnBr2,zinc bromide,7699-45-8
Zn(CN)2,zinc cyanide,557-21-1
ZnCO3,zinc carbonate,3486-35-9
Zn(C8H15O2)2,zinc caprylate,557-09-5
Zn(ClO3)2,zinc chlorate,10361-95-2
ZnCl2,zinc chloride,7646-85-7
ZnCr2O4,zinc chromite,12018-19-8
ZnF2,zinc fluoride,7783-49-5
Zn(IO3)2,zinc iodate,7790-37-6
ZnI2,zinc iodide,10139-47-6
ZnMoO4,zinc orthomolybdate,7783-20-2
Zn(NO2)2,zinc nitrite,10102-02-0
Zn(NO3)2,zinc nitrate,7779-88-6
Zn(NbO3)2,zinc metaniobate,
ZnO,zinc(II) oxide,1314-13-2
,zinc oxide,
ZnO2,zinc peroxide,1314-22-3
Zn(OH)2,zinc hydroxide,20427-58-1
Zn(OH)42?,zincate ion,
ZnS,zinc sulfide,1314-98-3
,sphalerite,
Zn(SCN)2,zinc thiocyanate,557-42-6
ZnSO4,zinc sulfate,7733-02-0
ZnSb,zinc antimonide,12039-35-9
ZnSe,zinc selenide,1315-09-9
ZnSeO3,zinc selenite,13597-46-1
ZnSnO3,zinc stannate,12036-37-2
Zn(TaO3)2,zinc metatantalate,
ZnTe,zinc telluride,1315-11-3
ZnTeO3,zinc tellurite,
ZnTeO4,zinc tellurate,
ZnTiO3,zinc metatitanate,
Zn(VO3)2,zinc metavanadate,
ZnWO4,zinc orthotungstate,
ZnZrO3,zinc metazirconate,
Zn2P2O7,zinc pyrophosphate,7446-26-6
Zn2SiO4,zinc orthosilicate,13597-65-4
Zn3(AsO4)2,zinc arsenate,13464-44-3
Zn3As2,zinc arsenide,
Zn3N2,zinc nitride,1313-49-1
Zn3P2,zinc phosphide,1314-84-7
Zn3(PO4)2,zinc phosphate,7779-90-0
Zn3Sb2,zinc antimonide,
ZrB2,zirconium boride,12045-64-6
ZrBr4,zirconium bromide,13777-25-8
ZrC,zirconium carbide,12020-14-3
ZrCl4,zirconium tetrachloride,10026-11-6
ZrF4,zirconium fluoride,7783-64-4
ZrI4,zirconium iodide,13986-26-0
ZrN,zirconium nitride,25658-42-8
Zr(OH)4,zirconium hydroxide,14475-63-9
ZrO2,zirconium dioxide,1314-23-4
,baddeleyite,
ZrO32?,zirconate ion,
ZrP2,zirconium phosphide,12037-80-8
ZrS2,zirconium sulfide,12039-15-5
ZrSi2,zirconium silicide,12039-90-6
ZrSiO4,zirconium orthosilicate,10101-52-7
Zr3(PO4)4,zirconium phosphate,13765-95-2
